PCI for SMB: Requirement 10 & 11 – Regularly Monitor and Test Networks,'Our security analyst explains Payment Card Industry (PCI) Requirement 10 & 11 and gives tips on how to regularly monitor and test networks.',"['Requirement', 'PCI', 'maintain', 'data', 'access', 'systems', 'security', 'monitoring', 'logs', 'help', 'cardholder', 'The', '&', 'vulnerability', 'visibility']"
A Plugin’s Expired Domain Poses a Security Threat to Websites,"[<Element 'meta' content='Do you keep all of your website software (including third-party themes, plugins, and components) up to date? You should! We always recommend this to our clients and readers. Applying updates quickly will make sure that' property='og:description'>]","['domain', 'plugin', 'domains', 'software', 'site', 'expired', 'The', 'used', 'parked', 'servers', 'changed', 'This', '–', 'web', 'third-party']"
SQL Injection Vulnerability in Ninja Forms,"[<Element 'meta' content='As part of our regular research audits for our Sucuri Firewall, we discovered an SQL Injection vulnerability affecting the Ninja Forms plugin for WordPress, currently installed on 600,000+ websites.  Vulnerability Disclosure Timeline:     \tAugust 11th 9:35 am,' property='og:description'>]","['SQL', 'vulnerability', 'WordPress', 'using', 'user', '–', 'used', 'snippet', 'shortcodes', 'shortcode', 'request', 'like', 'it’s', 'function', 'exploit']"
Cleaning the Wp-Page Pharma Hack in WordPress,"[<Element 'meta' content='Pharma hacks are common website infections categorized under SEO spam. With pharma hacks, the attacker exploits vulnerable websites to distribute pharmaceutical content to search engines and the sites visitors.\xa0Symptoms of a pharma hack include embedded' property='og:description'>]","['file', 'The', 'spam', 'site', 'pharma', 'wp-page.php', 'search', 'Google', 'nav.php', 'content', 'We', 'This', 'website', 'theme', 'specific']"
Hacking WordPress Sites on Shared Servers,"[<Element 'meta' content='A website is only as safe as the weakest link on its shared server. Once a hacker gains access to one site on the server, they can easily infect other sites that share the same' property='og:description'>]","['site', 'database', 'WordPress', 'server', 'sites', 'echo', 'wp-config.php', ':', 'This', 'credentials,', 'The', '""[+]', 'web', 'script', 'hackers']"
What is the Status of IPv6 Adoption?,"[<Element 'meta' content='The internet is a complex ecosystem of interconnected devices, and at its core is the Internet Protocol (IP). This protocol is currently in its second major incarnation (IPv6) but many are only familiar with IPv4.' property='og:description'>]","['IPv6', 'IPv4', 'I', 'IP', 'sites', 'need', 'it.', 'enable', 'addresses', 'webmasters', 'support', 'internet', 'This', 'The', 'If']"
SSH Brute Force Compromises Leading to DDoS,[<Element 'meta' content='A few weeks ago we ran an experiment to see how long it would take for some IPv4-only and  IPv6-only servers to be compromised via SSH brute force attacks.    We configured five cloud servers on' property='og:description'>],"['We', 'servers', 'The', 'DDoS', 'server', 'ls', 'attacks.', 'SSH', 'python', 'long', 'hacked', 'experiment', 'IPv6', 'wget', 'used']"
Accounting for Defense in Depth in Website Security,"[<Element 'meta' content='In the field of Information Security (InfoSec) we like to use the phrase defense in depth. Like many things, it is a borrowed term with roots dating back millennia (216 B.C. - the second Punic' property='og:description'>]","['depth', 'defense', 'strategy', 'security', 'tools', 'strategy.', 'organization', 'designed', 'defensive', 'website', 'used', 'use', 'tool', 'term', 'subscribe']"
Ask Sucuri: Is My Website Hacked?,"[<Element 'meta' content='Having your website hacked can be a devastating experience for any website owner. Unfortunately, many website owners rarely know they are infected until days, if not weeks, after the compromise has occurred. Their notification comes' property='og:description'>]","['website', 'tools', 'number', 'monitoring', 'scanners', '–', 'I', 'things', 'site', 'different', 'change', 'actions', 'This', 'These', 'The']"
Details on the Privilege Escalation Vulnerability in Joomla,"[<Element 'meta' content='Yesterday, Joomla! 3.6.4 was released, patching a critical privilege escalation and arbitrary account creation vulnerability.    As we’ve seen some exploits attempts occurring in the wild, we feel it is a good time to describe what the' property='og:description'>]","['method', 'register', 'user', 'As', '–', 'code', 'account', 'This', 'The', '$data', 'validate', 'user.', 'privilege', 'pretty', 'parameters']"
Joomla Exploits in the Wild Against CVE-2016-8870 and CVE-2016-8869,"[<Element 'meta' content='Exactly 3 days ago, the Joomla team issued a patch for a high-severity vulnerability that allows remote users to create accounts and increase their privileges on any Joomla site. Both issues combined give the attackers' property='og:description'>]","['Joomla', 'site', 'vulnerability', 'started', 'IP', 'mass', 'look', 'initial', 'exploit', 'trying', 'db_cfg', 'If', '=', 'upload', 'updated']"
Malicious WordPress Subdirectory Installs For SEO Spam,"[<Element 'meta' content='Remediating over 500 infected sites per day, we see attacks executed at varying levels of complexity. The tactics attackers use to compromise a site provide insight into their motives.    Some write elegant code and cover their' property='og:description'>]","['spam', 'WordPress', 'used', 'sites', 'The', 'In', '–', 'website', 'spammy', 'site', 'attackers', 'SEO', 'site’s', 'site.', 'search']"
Ask Sucuri: Can Your cPanel Page Be Maliciously Redirected?,"[<Element 'meta' content='Many webmasters may not be aware that hackers are able to maliciously redirect cPanel pages. The specific tactic we describe in this article is unique. Included are recommendations to prevent it, along with other suspicious' property='og:description'>]","['cPanel', 'I', 'WHM', 'website', 'access', 'malicious', 'hosting', 'This', 'web', 'using', 'redirect', 'The', 'users', 'host', 'xxx']"
IPv4 vs IPv6 Performance Comparison – Part 2,"[<Element 'meta' content='A few months ago, we posted an article about the difference between IPv4 and IPv6. Our research team has expanded on those findings with additional performance tests, more domains, and more locations.    In addition to assessing' property='og:description'>]","['IPv4', '–', 'Figure', 'difference', 'We', 'total', 'Time', 'IPv6', 'test', 'The', 'IPv6.', 'time', 'stability', 'statistical', 'differences']"
Exploited Script in WordPress Theme Sends Spam,"[<Element 'meta' content='Update 11/03/2017:    If you want to learn how to secure WordPress, you can read all about it in our new guide.  As WordPress continues to grow in popularity, so does its library. New and experienced developers are' property='og:description'>]","['security', 'using', 'themes', 'script', 'WordPress', 'If', 'used', 'theme', 'premium', 'issue', 'file', 'direct', 'code', 'checks', 'access']"
How Scammers Abuse Baidu Search Results,"[<Element 'meta' content='If you use Skype, recently you may have received\xa0Baidu link spam from some of your contacts. The links look like this:  www.baidu[.]com/link?url=_QIcrpeV-oOPb6HGTgigvW00e0fiBQyFjSui12FrARO#emubahyt=  When you click these\xa0links you end up on fake news sites with articles about a' property='og:description'>]","['Baidu', '–', 'links', 'link', 'created', 'Nov', '2016', 'Skype', 'redirect', 'new', 'interstitial', 'search', 'don’t', 'malicious', 'like']"
PrestaShop Attack Steals Login Credentials,"[<Element 'meta' content='Attackers compromise sites with a number of goals in mind - also referred to as actions on objective. In some instances they aim to abuse resources or gain SEO power, and in others they are' property='og:description'>]","['attackers', 'sensitive', 'file', 'email', 'In', '=>', '}', 'victim’s', 'used', 'technique', 'server', 'injected', 'good', 'gain', 'ecommerce']"
Fake bb_press Plugin Redirects to Mobile Pornography,"[<Element 'meta' content='When a website is hacked, we often find that attackers have injected multiple backdoors, web shells, and malicious code that allows them to regain access if the original vulnerability is patched. This allows hackers to' property='og:description'>]","['*', '=', 'bbPress', 'website', 'public', 'static', ');', 'file', 'const', 'This', 'The', 'Plugin', 'plugin', 'malicious', 'forum']"
vBulletin Malware – When Hackers Compete for Backdoor Control,"[<Element 'meta' content='A common pattern we see in compromised websites is the presence of backdoors and other malicious code. \xa0During Q3 of 2016, we found that 72% of all compromises that we encountered had a PHP-based backdoor' property='og:description'>]","['vBulletin', 'plugin', 'code', 'site', 'shell', 'malicious', 'hackers', 'This', 'The', 'In', 'website', 'site.', 'look', 'it’s', 'database']"
Website Malware Targets Mobile Platforms,"[<Element 'meta' content='Navigating the web on a mobile device can be tricky even when you’re browsing clean sites. If hackers are involved, the frustration of a pop-up can turn into the dangerous possibility of harmful mobile malware.    The' property='og:description'>]","['mobile', 'visitors', 'malware', 'If', 'website', 'site', 'you’re', 'browsing', 'accessing', 'Installation', 'web', 'victims', 'unwanted', 'sites.', 'redirects']"
Content Injection Vulnerability in WordPress,"[<Element 'meta' content='As part of a vulnerability research project for our Sucuri Firewall (WAF), we have been auditing multiple open source projects looking for security issues. While working on WordPress, we discovered a severe content injection' property='og:description'>]","['WordPress', 'This', 'ID', 'vulnerability', 'post', '–', 'request', 'REST', 'site.', 'parameter', 'enabled', 'content', 'We', 'way', 'user']"
WordPress Security – Fake TrafficAnalytics Website Infection,"[<Element 'meta' content='Several months ago, our research team identified a fake analytics infection, known as RealStatistics. The malicious Javascript injection looks a lot like tracking code for a legitimate analytics service. RealStatistics even set up fake analytics' property='og:description'>]","['The', 'tool', 'WordPress', 'websites', 'using', 'script.', 'malicious', 'campaign', 'analytics', 'website', 'tools', 'team', 'sites.', 'server', 'page']"
JavaScript Injections Leads to Tech Support Scam,"[<Element 'meta' content='During a recent malware investigation, we found some interesting obfuscated Javascript code. This code pretends to appear as part of the popular AddThis social sharing plugin, using it in URL naming conventions and an image' property='og:description'>]","['malware', 'The', 'This', 'malicious', 'image', 'file', 'code', 'PNG', 'website', 'support', 'payload', 'page', 'function', 'files', 'browser']"
Joomla Security – Pornography Spam Campaign in the Wild,"[<Element 'meta' content='One of the worst experiences for a website owner is finding out that the search results for your site have turned into a pharmacy, a fashion outlet, or even a porn dump.    Those unwanted keywords are' property='og:description'>]","['Joomla', 'This', 'spam', 'site', 'blackhat', 'websites', 'website', 'like', 'SEO', '=', '$data', '–', 'time', 'search', 'redirects']"
SQL Injection Vulnerability in NextGEN Gallery for WordPress,"[<Element 'meta' content='As part of a vulnerability research project for our Sucuri Firewall (WAF), we have been auditing multiple open source projects looking for security issues. While working on the WordPress plugin NextGEN Gallery, we discovered a' property='og:description'>]","['SQL', 'This', 'input', 'user', 'string', 'format', 'WordPress', 'vulnerability', 'query', 'When', 'NextGEN', 'If', 'From', 'vsprintf', 'source']"
WordPress REST API Vulnerability Abused in Defacement Campaigns,"[<Element 'meta' content='WordPress 4.7.2 was released two weeks ago, including a fix for a severe vulnerability in the WordPress REST API. We have been monitoring our WAF network and honeypots closely to see how and when the' property='og:description'>]","['We', 'IP', 'attempts', 'This', 'Google', 'vulnerability', 'defacers', 'WordPress', 'Campaign', 'update', 'sharing', 'pages', 'it:', 'issue', 'hours']"
Bank Phishing Incident Analysis,"[<Element 'meta' content='Everyone has received a phishing scam via email at one point or another. Thanks to modern anti-spam technology, most of these messages are blocked from ever reaching our inboxes.    I said most of them. Today I' property='og:description'>]","['site', 'used', '–', 'vulnerable', 'phishing', 'The', 'send', 'security', 'message', 'Brazilian', 'website', 'use', 'know', 'image', 'hacked']"
GoDaddy+= Sucuri: Building a Security Platform For Every Website Owner,[<Element 'meta' content='Authored by Daniel & Tony    We are happy to announce that as of today Sucuri will be joining the GoDaddy family.    This acquisition will bring the best of both worlds. It will allow us to expand our' property='og:description'>],"['continue', 'Sucuri', 'customers.', 'What', 'We', 'GoDaddy', '–', 'website', 'things', 'product', 'invest', 'improvements', 'goal', 'expect', 'enterprise-grade']"
Labs Notes Monthly Recap – Feb/2017,"[<Element 'meta' content='Every month we recap the latest posts on Sucuri Labs, written by our Malware Research Team (MRT) and Incident Response Team (IRT).    The Sucuri Labs website provides technical analysis and industry updates directly from our teams' property='og:description'>]","['Read', 'More', 'sites', 'hacked', 'using', 'spam', 'site', 'malicious', 'website', 'We', 'page', 'malware', 'file', 'This', 'The']"
Malicious Subdirectories Strike Again,"[<Element 'meta' content='In a previous post, we illustrated how attackers were fetching information from compromised sites under their control to display spam content on other hacked websites. By adding malicious files into a directory and using the' property='og:description'>]","['=', '}', '{', 'website', 'content', 'This', '$ip', 'spam', 'essay', 'used', 'attackers', 'security', 'script', 'malicious', 'information']"
SEO Spam Campaign Exploiting WordPress REST API Vulnerability,"[<Element 'meta' content='Just over a week ago, WordPress released version 4.7.3 to patch multiple security issues. Despite the automatic update feature provided by many hosting companies, there are still many WordPress websites that have not been updated.' property='og:description'>]","['sites', 'WordPress', 'spam', 'site', 'posts', 'vulnerability', 'doorway', 'links', 'content', 'The', 'REST', 'API', 'movie', 'fake', 'This']"
Spotting a Hidden SEO Hack: “Play One”,"[<Element 'meta' content='SEO hacks continue to plague websites as attackers abuse SERP rankings for their own gain. The time and effort spent by the website owner creating content, optimizing pages and building links is stolen by an' property='og:description'>]","['spam', 'complex', 'SEO', 'it’s', 'inside', 'code', 'The', '<div>', '“numeric”', '–', 'websites', 'website', 'visitors', 'used', 'use']"
Stored XSS in WordPress Core,"[<Element 'meta' content='As you might remember,\xa0we recently blogged about a critical Content Injection Vulnerability in WordPress\xa0which allowed attackers to deface vulnerable websites. While our original disclosure only described\xa0one vulnerability, we actually reported two to the WordPress team.' property='og:description'>]","['post', 'WordPress', 'In', 'vulnerability', 'This', 'shortcode', 'like', 'XSS', 'this,', 'site', 'regular', 'patched', 'malicious', 'injection', 'function']"
Testing the Impacts of Website Caching Tools,"[<Element 'meta' content='Try to remember what you ate for lunch yesterday.    It took you about 3-5 seconds, right?    Ok. Now recall that memory once more.    Took you less than a second this time, for sure.    You remembered much faster the second' property='og:description'>]","['–', 'Firewall', 'Sucuri', 'The', 'server', 'WordPress', 'test', 'cache', 'Caching', 'concurrent', 'caching', '20', 'content', 'website', 'results']"
vBulletin Used to Show Malicious Advertisements,"[<Element 'meta' content='In the past, we have seen a massive amount of vBulletin websites compromised through the VBSeo Vulnerability. Attackers have been infecting vBulletin websites since 2012 with this malware, and more recently with a new variation' property='og:description'>]","['=', 'vBulletin', 'code', '–', 'var', 'script', 'new', 'malicious', 'We', 'This', 'The', 'IP', '0]);', 'www.YourSite.com', 'websites']"
Labs Notes Monthly Recap – Mar/2017,"[<Element 'meta' content='Every month we recap the latest posts on Sucuri Labs, written by our Malware Research Team (MRT) and Incident Response Team (IRT).    Sucuri Labs provides website malware research updates directly from our teams on the front' property='og:description'>]","['website', 'malicious', 'Read', 'More', 'visitors', 'redirect', 'WordPress', 'using', 'used', 'file,', 'create', 'attacker', 'Yuliyan', 'Tsvetkov', 'The']"
Malicious Image Defacement Hidden from Search Engines,"[<Element 'meta' content='After carefully designing a theme and images that represent your brand, nothing is worse than seeing a malicious image suddenly associated with your business or website.    In a recent blog post, we discussed a case in' property='og:description'>]","['website', 'used', 'malicious', 'image', 'security', 'defacement', 'attacker', 'search', 'malware', 'issue', 'images', 'identify', 'hacker', 'files', 'defacements']"
Ask Sucuri: What is the Principle of Least Privilege?,"[<Element 'meta' content='If you own a website and collaborate with others, the principle of least privilege should never be questioned. It is a computer science principle which has applications and benefits to strengthen your website security posture.    This' property='og:description'>]","['privileges', 'The', 'role', 'website', 'security', 'principle', 'help', 'If', 'important', 'access', 'This', 'user', 'use', 'time', 'perform']"
WordPress Security – Unwanted Redirects via Infected JavaScript Files,[<Element 'meta' content='We’ve been watching a specific WordPress infection for several months and would like to share details about it.    The attacks inject malicious JavaScript code into almost every .js file it can find. Previous versions of this' property='og:description'>],"['-', 'vs', 'files', 'code', 'In', 'x64;', 'Win64;', 'NT', 'HTTP/1.0""', 'Gecko/20100101', '10.0;', '+0800]', '(Windows', '""Mozilla/5.0', 'malware']"
Labs Notes Monthly Recap – Apr/2017,"[<Element 'meta' content='This month, our Malware Research and Incident Response teams wrote about several malware techniques that attempt to evade detection by focusing on small changes that website owners might miss. Examples include typos in domain names,' property='og:description'>]","['website', '–', 'WordPress', 'hackers', 'We', 'This', 'Read', 'More', 'CloudFlare', 'webmasters.', 'teams', 'shows', 'scripts', 'related', 'malware']"
New Non-HTTPS Websites Blacklisted for Phishy Password Practices,"[<Element 'meta' content=""We submit hundreds of blacklist review requests every day after cleaning our clients' websites. Google's Deceptive Content warning applies when Google detects dangerous code that attempts to trick users into revealing sensitive information.    For the past"" property='og:description'>]","['Google', 'SSL', 'website', 'sites', 'HTTP', 'We', 'websites', 'users', 'sensitive', 'label', 'website.', 'use', 'safe', 'information', 'blacklist']"
SQL Injection Vulnerability in Joomla! 3.7,"[<Element 'meta' content='During regular research audits for our\xa0Sucuri Firewall (WAF), we discovered a SQL Injection vulnerability affecting Joomla! 3.7 -\xa0CVE-2017-8917. The vulnerability is easy to exploit and doesn’t require a privileged account on the victim’s site.  Are You' property='og:description'>]","['The', 'vulnerability', 'SQL', '–', 'component', 'view', 'state', 'site.', 'site', 'sets', 'input', 'fields', 'administrator', 'URL', 'Joomla!']"
Labs Notes Monthly Recap – May/2017,"[<Element 'meta' content='Sucuri Labs provides website malware research updates directly from our teams on the front line. You can read past-monthly recaps to catch up on trends we look at every month.    This month, our Malware Research and' property='og:description'>]","['malware', 'malicious', 'content', 'code', 'This', 'Read', 'More', 'website', 'injections', 'backdoor', 'visitors', 'variables', 'uses', 'teams', 'specific']"
Personal Security Guide – Windows and macOS,"[<Element 'meta' content='For the fourth installment of our personal security guides, we are covering how to secure your computer.    This includes current versions of Mac (Sierra) and Windows (10). In a future post, we will cover some mitigation' property='og:description'>]","['I', 'use', 'If', 'good', 'sure', 'recommend', 'Windows', 'This', 'firewall', 'disk', 'You', 'Windows:', 'Open', 'Mac:', 'Mac']"
Phishing Leveraging the Sucuri Brand,"[<Element 'meta' content='We are\xa0always on guard for phishing emails and websites that might try to compromise our customers\xa0or employees, so that we can be on top of the issue and warn as many people as possible. Targeted' property='og:description'>]","['Tech', 'Registrant', 'Admin', 'site', 'Panama', 'Ext:', 'There', 'Registry', 'Magento', 'ID:', 'phishing', 'package', 'The', 'Sucuri', 'Registrar']"
SQL Injection Vulnerability in WP Statistics,"[<Element 'meta' content='Update 11/3/2017:    We are always looking for the latest to be shared with you and now we have released our WordPress Security Guide, were you can read all about vulnerabilities and best practices to keep your' property='og:description'>]","['shortcode', 'WordPress', 'WP', 'SQL', 'vulnerable', 'vulnerability', 'user', 'parameters', 'allows', 'This', 'Statistics', 'wp_statistics_searchengine_query()', 'version', 'using', 'users']"
Unwanted “Shorte St” Ads in Unpatched Newspaper Theme,"[<Element 'meta' content='Unwanted ads are one of the most common problems that site owners ask us to solve. Recently, we’ve noticed quite a few requests to remove intrusive “shorte st” ads that they never installed on their' property='og:description'>]","['theme', '“shorte', 'st”', 'ads', 'site', 'ad', 'Newspaper', 'security', 'The', '""', 'sites', 'injected', 'website', 'vulnerability', 'visitors']"
When Your Plugins Turn Against You,"[<Element 'meta' content='Every day we face countless cases of sites getting compromised and infected by an attacker. From there, the sites can be used for various operations like spam campaigns, malware spreading or simply to damage your' property='og:description'>]","['plugin', 'website', 'goo.gl', 'search', 'link', 'malware', 'code', 'Google', 'Facebook', 'sites', 'plugins', 'like', 'URL', 'This', 'The']"
What is Cross-Site Contamination and How to Prevent it,"[<Element 'meta' content=""If you suffer multiple reinfections and your site is one of many in an account, the odds are high that you're suffering from cross-site contamination.    Cross-site contamination is when a site is negatively affected by neighboring"" property='og:description'>]","['server', 'The', 'If', 'site', 'it’s', 'sites', 'account', 'environment', 'cross-site', 'website', 'different', '–', 'you’re', 'bad', 'I']"
Evolution of Conditional Spam Targeting Drupal Sites,"[<Element 'meta' content=""Last year we took a look at how attackers \xa0were infecting Drupal installations to spread their spam and keep their campaigns going by just including a malicious file in each visitor's session. If your Drupal"" property='og:description'>]","['The', 'Drupal', 'spam', 'code', '404', 'attacker', 'site', 'This', 'malware', 'files', 'file', 'attackers', 'We', 'Google', 'requests']"
Labs Notes Monthly Recap – June/2017,"[<Element 'meta' content='This month, our Malware Research and Incident Response teams wrote about redirects that deliver malware and ads to visitors, as well as a backdoor method that attempts to hide from webmasters by using undefined variables.    Sucuri' property='og:description'>]","['variables', 'using', 'backdoor', 'Read', 'More', 'website.', 'undefined', 'teams', 'redirects', 'malware', 'look', 'hide', 'external', 'domain', 'code']"
Register My Backdoor – Unorthodox Invocation Mechanisms,"[<Element 'meta' content='Backdoors are found in 72% of infected websites, according to our latest reports. Backdoors are files left on the\xa0server by attackers in order to retain access to your site and reinfect it later, whenever they' property='og:description'>]","['code', 'function', 'This', 'The', '=', 'PHP', 'like', 'URL', 'Stream', 'POST', '–', 'stream_open', 'malware', 'it’s', 'class']"
Setting Expectations For Your Website Security,"[<Element 'meta' content='I have a website. Sweet! What happens next?    Well, it’s a natural question. I had a brilliant idea and purchased a domain name, but what do I do next? Storks don’t fly by to deliver a' property='og:description'>]","['security', 'What', 'If', 'site', 'website', 'services', 'offer', 'need', 'host', 'I', 'web', 'using', 'site.', 'like', 'includes']"
Evasion Techniques in Phishing Attacks,"[<Element 'meta' content=""We all know that we shouldn’t click on links from sketchy looking emails. But what if the website you're viewing takes you to a spoofed page at the Apple ID store and asks for your"" property='og:description'>]","['phishing', 'website', 'page', 'The', 'pages', 'owners', 'login', 'information', 'files', 'detect', 'deceptive', 'attacks', 'attack', 'Phishing', 'ID']"
Expired Domain Leads to WordPress Plugin Redirects,"[<Element 'meta' content='A malicious redirect is a snippet of code used by attackers with the intention of redirecting visitors to another site; a very common tactic seen in compromised websites.    These redirects often take visitors to phishing, malware,' property='og:description'>]","['website', 'malicious', 'plugin', 'redirects', 'domain', 'redirected', 'compromised', 'The', 'websites', 'visitors', 'used', 'sites', 'redirect', 'plugins', 'maintained']"
Google Warnings For Form Input Over HTTP Coming in October,"[<Element 'meta' content='For years, Google has been actively seeking ways to encourage website owners to implement SSL certificates. SSL allows websites to be accessed over HTTPS, which encrypts information sent between the visitor and web server. If' property='og:description'>]","['SSL', 'website', 'Google', 'implement', 'free', 'If', 'websites', 'site', 'HTTPS', '“Not', 'using', 'information', 'Let’s', 'web', 'sites']"
Decoding Complex Malware – Step-by-Step,"[<Element 'meta' content='When cleaning websites, one of the most complicated parts of our job is ensuring we find all backdoors. Most of the time, attackers inject code into different locations to increase the chances of reinfecting the' property='og:description'>]","['=', 'The', 'code', '.', 'attackers', 'malware', 'function', 'PHP', 'following', '}', '{', 'variable', 'used', 'this:', 'techniques']"
Affiliate Cookie Stuffing in iFrames,[<Element 'meta' content='Inline frames (iFrames) are an easy way to embed content from another site onto your own. This element allows you to insert another document inside an HTML page and can be really useful for embedding' property='og:description'>],"['affiliate', 'attackers', 'user', 'iFrames', 'Amazon', 'websites', 'page', 'cookie', 'content', 'website', 'sites', 'purchase', 'malicious', 'make', 'like']"
Ecommerce Security: Fake Jquery Used as CC Scraper,"[<Element 'meta' content='In the last few months, we noticed an increase in attacks targeting ecommerce platforms aiming to steal credit card information. We saw a similar rise last year after the summer ended, and believe that trend' property='og:description'>]","['card', 'payment', 'data', 'credit', 'checkout', 'This', 'Magento', '}', 'ecommerce', 'attackers', '+', '{', 'site', 'sent', 'order']"
"Fake Plugins, Fake Security","[<Element 'meta' content='Update: The plugin name is fake and has nothing to do with the well-known WP-SpamShield plugin in the official WordPress plugin repository.    WordPress users are becoming increasingly more aware of security threats and as a result,' property='og:description'>]","['WordPress', 'plugin', 'The', 'plugins', 'file', 'security', 'fake', 'code', 'site', '–', 'plugin,', 'malicious', 'just', 'information', 'ZIP']"
Hacked Websites Mine Cryptocurrencies,"[<Element 'meta' content='Cryptocurrencies are all the rage now. Bitcoin, altcoins, blockchain, ICO, mining farms, skyrocketing exchange rates - you see or hear this every day in the news now. Everyone seems to be trying to jump on' property='og:description'>]","['script', 'CoinHive', '–', 'code', 'site', 'The', 'JavaScript', 'sites.', 'sites', 'miner', 'WordPress', 'injected', '*', 'websites', 'scripts']"
Intro to Securing an Online Store,[<Element 'meta' content='Ecommerce websites have one of the most difficult challenges in the web security space - keeping the implicit trust of a customer in order to make them feel safe shopping on the site.    Whether the business' property='og:description'>],"['security', 'online', '–', 'website', 'The', 'you’re', 'it’s', 'PCI', 'data', 'This', 'In', 'If', 'vendor', 'stores.', 'store.']"
New Guide on How to Implement HTTPS / SSL Certificate,"[<Element 'meta' content='HTTPS is a hot topic among online marketers and SEO professionals who understand the future of the web needs to be more secure. Not just for the good of the internet, but to increase visibility' property='og:description'>]","['SSL', 'website', 'guide', 'Let’s', 'free', 'HTTPS', 'Encrypt', '–', 'welcome', 'web', 'make', 'like', 'learn', 'just', 'install']"
"Old Themes, Abandoned Scripts and Pitfalls of Cleaning Serialized Data","[<Element 'meta' content='Over the summer, we’ve seen waves of WordPress database infections that use vulnerabilities in tagDiv’s Newspaper/Newsmag themes or InterconnectIT Search and Replace scripts (searchreplacedb2.php).    The injections range from ad scripts coming from established ad networks like' property='og:description'>]","['–', 'scripts', 'WordPress', 'use', 'serialized', 'database', 'created', 'The', 'injected', 'data', 'Bulgaria)', '2017', 'remove', 'hackers', 'In']"
Stored Cross-Site Scripting Vulnerability in WordPress 4.8.1,"[<Element 'meta' content='Update 11/03/2017:    Read all about vulnerabilities and best practices to secure your website in our newly WordPress Security Guide today!  During regular research audits for our Sucuri Firewall (WAF), we discovered a stored source-based Cross-Site Scripting (XSS)' property='og:description'>]","['WordPress', 'XSS', 'vulnerability', 'user', 'account', '–', 'victim’s', 'possible', 'payload', 'installation', 'administrator', 'The', 'using', 'stored', 'site']"
Credit Card Stealer Investigation Uncovers Malware Ring,"[<Element 'meta' content='During a recent investigation, I found a new piece of malicious code being used to steal credit card information from compromised Magento sites.     What I didn’t know was how many domains would be uncovered as' property='og:description'>]","['[.]', 'The', 'website', 'used', 'malware', 'malicious', 'domains', 'I', 'hosting', 'domain', 'Server:', 'Magento', 'code', 'This', 'Name']"
Cryptominers on Hacked Sites – Part 2,[<Element 'meta' content='Last month we wrote about how the emergence of website cryptocurrency miners resulted in hackers abusing the technology by injecting the CoinHive miners into compromised sites without the consent of the website owners.    We reviewed two' property='og:description'>],"['CoinHive', 'miner', 'The', 'code', 'This', 'site', 'script', 'sites', 'injected', '–', 'version', 'malicious', 'In', 'new', 'malware']"
Malware Serving SEO Spam from External Sites,"[<Element 'meta' content='We handle an enormous number of SEO spam infections here at Sucuri. In Q3 of 2016, approximately 37% of all website infection cases were related to SEO spam campaigns through PHP, database injections or .htaccess' property='og:description'>]","['spam', 'website', 'SEO', 'content', 'The', 'using', 'like', 'website’s', 'search', 'This', 'Spam', 'In', 'Google', 'vulnerable', 'this:']"
Mayhem Malware Server Botnet Continues to Evolve,"[<Element 'meta' content='Three years ago, researchers at Yandex discovered a complex server infection, dubbed Mayhem, that embeds itself deep within a system by compiling a shared object and running as a service. This also allows the malware' property='og:description'>]","['malware', 'shared', 'object', '–', 'web', 'original', 'This', '=', '$arch', 'website', 'used', 'servers', 'method', 'malicious', 'exploit']"
